ReplyId,Incident_id,ReplyMessage,ReplyDate
608,319,ดำเนินการ Block source เรียบร้อย,8/3/2023 14:29
609,324,**แก้ไข ดำเนินการ Block Destination เรียบร้อย,8/3/2023 14:31
610,294,รับทราบครับ,9/3/2023 10:06
611,296,รับทราบครับ,9/3/2023 10:07
612,332,แจ้ง user ทางอีเมลแล้วครับ,9/3/2023 10:33
613,333,ส่งอีเมลแจ้ง user แล้วครับ,9/3/2023 10:52
614,343,ให้ Block Source IP,9/3/2023 14:05
615,342,ให้ Block Source IP,9/3/2023 14:05
616,341,ให้ Block Source IP,9/3/2023 14:05
617,340,ให้ Block Source IP,9/3/2023 14:06
618,339,ให้ Block Source IP,9/3/2023 14:06
619,344,ให้ Block Source IP,13/3/2023 8:57
620,346,ให้ Block Source IP,13/3/2023 10:38
621,348,ให้ Block Source IP,13/3/2023 10:46
622,349,ให้ Block Source IP,13/3/2023 10:55
623,351,ให้ Block Source IP,13/3/2023 11:12
624,351,ดำเนินการ Block source เรียบร้อย,13/3/2023 11:37
625,349,ดำเนินการ Block source เรียบร้อย,13/3/2023 11:38
626,348,ดำเนินการ Block source เรียบร้อย,13/3/2023 11:38
627,346,ดำเนินการ Block source เรียบร้อย,13/3/2023 11:39
628,344,ดำเนินการ Block source เรียบร้อย,13/3/2023 11:39
629,343,ดำเนินการ Block source เรียบร้อย,13/3/2023 11:39
630,342,ดำเนินการ Block source เรียบร้อย,13/3/2023 11:40
631,341,ดำเนินการ Block source เรียบร้อย,13/3/2023 11:41
632,340,ดำเนินการ Block source เรียบร้อย,13/3/2023 11:41
633,339,ดำเนินการ Block source เรียบร้อย,13/3/2023 11:41
634,355,ให้ Block Destination และลองประสานสอบถาม user,14/3/2023 8:53
635,354,ให้ Block Source IP,14/3/2023 8:54
636,353,ให้ Block Source IP และประสานทางเทคนิคกับผู้เกี่ยวข้อง,14/3/2023 8:54
637,352,ให้ Block Source IP,14/3/2023 8:55
638,350,ทำหนังสือแจ้งคณะ,14/3/2023 8:55
639,347,ทำหนังสือแจ้งคณะ,14/3/2023 8:55
640,345,ทำหนังสือแจ้งคณะ,14/3/2023 8:55
641,350,ทำหนังสือแจ้งคณะแล้วครับ,14/3/2023 9:55
642,347,ทำหนังสือแจ้งคณะแล้วครับ,14/3/2023 9:56
643,345,ทำหนังสือแจ้งคณะแล้วครับ,14/3/2023 9:56
644,357,ให้ Block Source IP,14/3/2023 10:12
645,356,ให้ Block Source IP,14/3/2023 10:12
646,358,ให้ Block Source IP ,14/3/2023 10:13
647,359,ให้ Block Source IP,14/3/2023 10:20
648,361,Block Source IP,15/3/2023 13:16
649,360,ติดต่อและระงับการใช้งานของ user,15/3/2023 13:17
650,365,ให้ Block Source IP,15/3/2023 16:20
651,364,ให้ Block Source IP,15/3/2023 16:20
652,363,ให้ Block Source IP,15/3/2023 16:20
653,362,ให้ Block Source IP,15/3/2023 16:20
654,370,แจ้งและประสานงาน user,16/3/2023 9:51
655,369,ให้ Block Source IP,16/3/2023 9:52
656,368,ให้ Block Source IP,16/3/2023 9:52
657,367,ให้ Block Source IP,16/3/2023 9:52
658,366,แจ้งและประสานงาน user,16/3/2023 9:52
659,371,ให้ Block Source IP ,16/3/2023 11:10
660,370,ส่งอีเมลแจ้งเตือน User แล้วครับ,16/3/2023 11:20
661,376,ให้ Block Source IP,17/3/2023 10:40
662,375,ให้ Block Source IP,17/3/2023 10:40
663,374,ให้ Block Source IP,17/3/2023 10:40
664,373,ให้ Block Source IP,17/3/2023 10:40
665,372,ให้ Block Source IP,17/3/2023 10:41
666,371,ให้ Block Source IP,17/3/2023 10:41
667,372,เก็บข้อมูลและร่างหนังสือแจ้งเตือน,17/3/2023 10:41
668,376,ดำเนินการ Block source เรียบร้อย,17/3/2023 14:34
669,375,ดำเนินการ Block source เรียบร้อย,17/3/2023 14:35
670,374,ดำเนินการ Block source เรียบร้อย,17/3/2023 14:36
671,373,ดำเนินการ Block source เรียบร้อย,17/3/2023 14:36
672,371,ดำเนินการ Block source เรียบร้อย,17/3/2023 14:36
673,369,ดำเนินการ Block source เรียบร้อย,17/3/2023 14:37
674,368,ดำเนินการ Block source เรียบร้อย,17/3/2023 14:37
675,367,ดำเนินการ Block source เรียบร้อย,17/3/2023 14:38
676,366,user ได้ทำการติดตั้งและลบไฟล์น่าสงสัยออกเรียบร้อย,17/3/2023 14:39
677,365,ดำเนินการ Block source เรียบร้อย,17/3/2023 14:39
678,364,ดำเนินการ Block source เรียบร้อย,17/3/2023 14:40
679,363,ดำเนินการ Block source เรียบร้อย,17/3/2023 14:40
680,361,ดำเนินการ Block source เรียบร้อย,17/3/2023 14:40
681,360,ติดต่อ one stop ให้ระงับการใช้งานของ user นีั้แล้ว และจะติดต่อ user ต่อไป,17/3/2023 14:42
682,359,ดำเนินการ Block source เรียบร้อย,17/3/2023 14:42
683,358,ดำเนินการ Block source เรียบร้อย,17/3/2023 14:44
684,357,ดำเนินการ Block source เรียบร้อย,17/3/2023 14:44
685,356,ดำเนินการ Block source เรียบร้อย,17/3/2023 14:45
686,355,ดำเนินการ Block source เรียบร้อย และประสานบอก user เบื้องต้นติดตั้ง Antivirus,17/3/2023 14:46
687,354,ดำเนินการ Block source เรียบร้อย,17/3/2023 14:48
688,355,แก้ไข ดำเนินการ Block Destination เรียบร้อย,17/3/2023 14:50
689,353,ดำเนินการ Block source เรียบร้อย และประสานงานกับฝ่ายพัฒนาระบบเพื่อเฝ้าระวัง,17/3/2023 14:50
690,352,ดำเนินการ Block source เรียบร้อย,17/3/2023 14:51
691,380,ให้ Block Source IP,20/3/2023 10:19
692,379,ให้ Block Source IP,20/3/2023 10:19
693,378,ประสานแจ้ง user และหาวิธีแก้ไขปัญหา,20/3/2023 10:20
694,381,ให้ Block Source IP,20/3/2023 10:27
695,383,ให้ Block Source IP,20/3/2023 10:53
696,382,ให้ Block Source IP,20/3/2023 10:53
697,388,ให้ Block Source IP,20/3/2023 13:14
698,387,ให้ Block Source IP,20/3/2023 13:14
699,386,ให้ Block Source IP,20/3/2023 13:14
700,384,ให้ Block Source IP,20/3/2023 13:14
701,383,ให้ Block Source IP,20/3/2023 13:15
702,389,ให้ Block Source IP,20/3/2023 14:10
703,390,ให้ Block Source IP ดังกล่าว,20/3/2023 14:52
704,393,ให้ Block Source IP ,22/3/2023 10:27
705,392,ให้ Block Source IP ,22/3/2023 10:27
706,391,แจ้งเหตุและประสาน user,22/3/2023 10:27
707,394,ให้ Block Source IP ,22/3/2023 10:28
708,395,ให้ Block Source IP,22/3/2023 13:58
709,396,ให้ Block Source IP,22/3/2023 14:51
710,397,ให้ Block Source IP,22/3/2023 15:39
711,391,ส่งอีเมลแจ้ง User แล้วครับ,23/3/2023 10:23
712,401,ให้ Block Source IP,23/3/2023 15:12
713,400,ให้ Block Source IP,23/3/2023 15:12
714,399,ให้ Block Source IP,23/3/2023 15:12
715,398,ให้ Block Source IP,23/3/2023 15:12
716,401,ดำเนินการ Block source เรียบร้อย,24/3/2023 10:25
717,400,ดำเนินการ Block source เรียบร้อย,24/3/2023 10:26
718,399,ดำเนินการ Block source เรียบร้อย,24/3/2023 10:26
719,398,ดำเนินการ Block source เรียบร้อย,24/3/2023 10:26
720,397,ดำเนินการ Block source เรียบร้อย,24/3/2023 10:27
721,396,ดำเนินการ Block source เรียบร้อย,24/3/2023 10:27
722,395,ดำเนินการ Block source เรียบร้อย,24/3/2023 10:28
723,394,ดำเนินการ Block source เรียบร้อย,24/3/2023 10:31
724,393,ดำเนินการ Block source เรียบร้อย,24/3/2023 10:32
725,392,ดำเนินการ Block source เรียบร้อย,24/3/2023 10:33
726,390,ดำเนินการ Block source เรียบร้อย,24/3/2023 10:37
727,389,ดำเนินการ Block source เรียบร้อย,24/3/2023 10:38
728,388,ดำเนินการ Block source เรียบร้อย,24/3/2023 10:38
729,387,ดำเนินการ Block source เรียบร้อย,24/3/2023 10:39
730,386,ดำเนินการ Block source เรียบร้อย,24/3/2023 10:39
731,385,ดำเนินการ Block source เรียบร้อย,24/3/2023 10:40
732,384,ดำเนินการ Block source เรียบร้อย,24/3/2023 10:40
733,383,ดำเนินการ Block source เรียบร้อย,24/3/2023 10:41
734,382,ดำเนินการ Block source เรียบร้อย,24/3/2023 10:42
735,381,ดำเนินการ Block source เรียบร้อย,24/3/2023 10:42
736,380,ดำเนินการ Block source เรียบร้อย,24/3/2023 10:42
737,379,ดำเนินการ Block source เรียบร้อย,24/3/2023 10:43
738,378,ดำเนินการการแจ้งข้อมูลและแนะนำให้ User ติดตั้ง AntiVirus เรียบร้อย,24/3/2023 10:44
739,407,เก็บหลักฐานและร่างหนังสือแจ้งส่วนงาน,24/3/2023 10:47
740,406,ให้ Block Source IP,24/3/2023 10:47
741,405,ให้ Block Source IP,24/3/2023 10:48
742,404,ให้ Block Source IP,24/3/2023 10:48
743,403,ให้ Block Source IP,24/3/2023 10:48
744,402,ให้ Block Source IP,24/3/2023 10:48
745,377,เก็บหลักฐานและร่างหนังสือแจ้งส่วนงาน,24/3/2023 10:49
746,407,ร่างหนังสือแจ้งส่วนงานแล้วครับ,24/3/2023 14:01
747,377,ร่างหนังสือแจ้งส่วนงานแล้วครับ,24/3/2023 14:06
748,372,ทำหนังสือแจ้งส่วนงานแล้วครับ,24/3/2023 14:10
749,408,ให้ Block Source IP ดังกล่าว,27/3/2023 10:33
750,411,ให้ Block Source IP,27/3/2023 11:04
751,410,ให้ Block Source IP,27/3/2023 11:04
752,409,ให้ Block Source IP,27/3/2023 11:04
753,412,ให้ Block Source IP,27/3/2023 11:07
754,413,ให้ Block Source IP,27/3/2023 11:17
755,414,ประสานแจ้ง user และหาแนวทางแก้ไข,27/3/2023 13:07
756,414,ส่งอีเมลแจ้งเตือน User แล้วครับ,27/3/2023 13:26
757,415,ให้ Block Source IP,28/3/2023 10:05
758,416,ให้ Block Source IP,29/3/2023 9:08
759,418,ให้ Block Source IP,29/3/2023 9:55
760,419,ให้ Block Source IP,29/3/2023 9:57
761,424,ให้ Block Source IP,3/4/2023 8:03
762,422,ให้ Block Source IP,3/4/2023 8:04
763,421,ให้ Block Source IP,3/4/2023 8:04
764,420,ประสานส่วนงานสอบถามหาวิธีแก้ไข,3/4/2023 8:05
765,423,ให้ Block Source IP,3/4/2023 9:15
766,425,ให้ Block Source IP,3/4/2023 10:42
767,426,ให้ Block Source IP,3/4/2023 11:01
768,427,ให้ Block Source IP,3/4/2023 11:06
769,428,ให้ Block Source IP,3/4/2023 11:14
770,429,ให้ Block Source IP,3/4/2023 11:19
771,429,ดำเนินการ Block source เรียบร้อย,3/4/2023 16:04
772,428,ดำเนินการ Block source เรียบร้อย,3/4/2023 16:04
773,427,ดำเนินการ Block source เรียบร้อย,3/4/2023 16:05
774,426,ดำเนินการ Block source เรียบร้อย,3/4/2023 16:05
775,425,ดำเนินการ Block source เรียบร้อย,3/4/2023 16:09
776,424,ดำเนินการ Block source เรียบร้อย,3/4/2023 16:09
777,423,ดำเนินการ Block source เรียบร้อย,3/4/2023 16:10
778,422,ดำเนินการ Block source เรียบร้อย,3/4/2023 16:11
779,421,ดำเนินการ Block source เรียบร้อย,3/4/2023 16:13
780,420,ประสานงานกับผู้ดูแลได้ดำเนินการลบไฟล์ 4.4.html ที่มันปัญหาเรียบร้อยแล้ว,3/4/2023 16:14
781,419,ดำเนินการ Block source เรียบร้อย,3/4/2023 16:15
782,418,ดำเนินการ Block source เรียบร้อย,3/4/2023 16:16
783,417,ดำเนินการ Block source เรียบร้อย,3/4/2023 16:16
784,416,ดำเนินการ Block source เรียบร้อย,3/4/2023 16:17
785,415,ดำเนินการ Block source เรียบร้อย,3/4/2023 16:17
786,413,ดำเนินการ Block source เรียบร้อย,3/4/2023 16:18
787,412,ดำเนินการ Block source เรียบร้อย,3/4/2023 16:18
788,411,ดำเนินการ Block source เรียบร้อย,3/4/2023 16:33
789,410,ดำเนินการ Block source เรียบร้อย,3/4/2023 16:34
790,409,ดำเนินการ Block source เรียบร้อย,3/4/2023 16:35
791,408,ดำเนินการ Block source เรียบร้อย,3/4/2023 16:35
792,406,ดำเนินการ Block source เรียบร้อย,3/4/2023 16:36
793,405,ดำเนินการ Block source เรียบร้อย,3/4/2023 16:36
794,404,ดำเนินการ Block source เรียบร้อย,3/4/2023 16:36
795,403,ดำเนินการ Block source เรียบร้อย,3/4/2023 16:37
796,402,ดำเนินการ Block source เรียบร้อย,3/4/2023 16:37
797,431,ให้ Block Source IP,4/4/2023 13:43
798,430,ประสานเจ้าหน้าที่เกี่ยวข้องและหาสาเหตุ,4/4/2023 13:44
799,430,เว็บ http://hrmd.oop.cmu.ac.th เป็นเว็บเดิมของกองบริหารงานบุคคล ตอนนี้เลิกใช้งานแล้วครับ,5/4/2023 9:22
800,439,ให้ Block Source IP,5/4/2023 12:42
801,438,ให้ Block Source IP,5/4/2023 12:42
802,437,ให้ Block Source IP,5/4/2023 12:42
803,436,ให้ Block Source IP,5/4/2023 12:42
804,435,ให้ Block Source IP,5/4/2023 12:42
805,434,ประสานเจ้าหน้าที่หาสาเหตุแนวทางแก้ไข เก็บหลักฐานและทำหนังสือแจ้งส่วนงาน,5/4/2023 12:43
806,433,ประสานเจ้าหน้าที่หาสาเหตุแนวทางแก้ไข เก็บหลักฐานและทำหนังสือแจ้งส่วนงาน,5/4/2023 12:43
807,432,ให้ Block Source IP,5/4/2023 12:44
808,433,ทำหนังสือแจ้งส่วนงานแล้ว โดยทางคณะกำลังพัฒนาเว็บใหม่ เนื่องจากพยายาม upgrade php 5 เป็น php 8 แล้วใช้ไม่ได้ ซึ่งจะต้องใช้เวลาสักระยะในการพัฒนาเว็บใหม่,5/4/2023 14:58
809,434,ทำหนังสือแจ้งส่วนงานแล้ว โดยทางคณะพัฒนา mis.pharmacy ใหม่แล้ว แต่ยังคงต้องเปิดตัวเก่าที่โดนโจมตีในปัจจุบันไว้ก่อน เนื่องจากมีบางระบบที่ยังใช้งานอยู่ คาดว่างหลังสงกรานต์ ปี 66 จะปิดตัวเก่าได้,5/4/2023 15:02
810,443,ให้ Block Source IP,7/4/2023 11:27
811,442,ให้ Block Source IP,7/4/2023 11:27
812,441,ให้ Block Source IP,7/4/2023 11:28
813,440,หาสาเหตุวิธีแก้ไขและประสานแจ้งผู้ใช้งาน,7/4/2023 11:28
814,444,ให้ Block Source IP,7/4/2023 14:56
815,440,ส่งอีเมลแจ้งเตือนผู้ใช้งานแล้วครับ,7/4/2023 16:13
816,450,ประสานเจ้าหน้าที่ส่วนงานหาสาเหตุแนวทางแก้ไขและร่างหนังสือแจ้งเตือนส่วนงาน,10/4/2023 13:40
817,450,ประสานเจ้าหน้าที่ส่วนงานหาสาเหตุแนวทางแก้ไขและร่างหนังสือแจ้งเตือนส่วนงาน,10/4/2023 13:40
818,449,ให้ Block Source IP,10/4/2023 13:41
819,448,ให้ Block Source IP,10/4/2023 13:42
820,447,ประสานแจ้งเตือน user,10/4/2023 13:42
821,446,ให้ Block Source IP,10/4/2023 13:43
822,446,ให้ Block Source IP,10/4/2023 13:47
823,445,ให้ Block Source IP,10/4/2023 13:47
824,447,ส่งอีเมลแจ้งเตือน User แล้วครับ,11/4/2023 9:31
825,450,ร่างหนังสือแจ้งเตือนส่วนงานแล้วครับ และจะประสานส่วนงานเพื่อหาสาเหตุและแก้ไขครับ,11/4/2023 9:39
826,449,ดำเนินการ Block source เรียบร้อย,11/4/2023 10:35
827,448,ดำเนินการ Block source เรียบร้อย,11/4/2023 10:36
828,446,ดำเนินการ Block source เรียบร้อย,11/4/2023 10:36
829,445,ดำเนินการ Block source เรียบร้อย,11/4/2023 10:36
830,444,ดำเนินการ Block source เรียบร้อย,11/4/2023 10:37
831,443,ดำเนินการ Block source เรียบร้อย,11/4/2023 10:37
832,442,ดำเนินการ Block source เรียบร้อย,11/4/2023 10:37
833,441,ดำเนินการ Block source เรียบร้อย,11/4/2023 10:38
834,439,ดำเนินการ Block source เรียบร้อย,11/4/2023 10:38
835,438,ดำเนินการ Block source เรียบร้อย,11/4/2023 10:39
836,437,ดำเนินการ Block source เรียบร้อย,11/4/2023 10:39
837,436,ดำเนินการ Block source เรียบร้อย,11/4/2023 10:39
838,435,ดำเนินการ Block source เรียบร้อย,11/4/2023 10:40
839,432,ดำเนินการ Block source เรียบร้อย,11/4/2023 10:40
840,431,ดำเนินการ Block source เรียบร้อย,11/4/2023 10:40
841,459,ให้ Block Source IP,18/4/2023 8:48
842,458,ประสานแจ้งเจ้าหน้าที่ส่วนงานหาสาเหตุแนวทางแก้ไขและเตรียมเก็บหลักฐานทำหนังสือแจ้งเตือน,18/4/2023 8:49
843,457,ประสานแจ้งเตือน นศ. และหากเป็นศิษย์เก่าให้ยกเลิกการใช้งานเว็บไซต์ดังกล่าว,18/4/2023 8:50
844,456,ให้ Block Source IP,18/4/2023 8:50
845,454,ให้ Block Source IP,18/4/2023 8:50
846,452,ให้ Block Source IP,18/4/2023 8:50
847,451,ประสานแจ้งเจ้าหน้าที่ส่วนงาน หาสาเหตุแนวทางแก้ไข เก็บหลักฐานและเตรียมร่างหนังสือแจ้งส่วนงาน,18/4/2023 8:54
848,463,แจ้งเตือนและช่วยแก้ปัญหาให้ user,18/4/2023 14:28
849,462,ให้ Block Source IP,18/4/2023 14:28
850,461,ให้ Block Source IP,18/4/2023 14:28
851,460,ให้ Block Source IP,18/4/2023 14:29
852,457,ส่งอีเมลแจ้งนักศึกษาและยกเลิกการใช้งานเว็บไซต์ดังกล่าวแล้วครับ,18/4/2023 15:18
853,462,ดำเนินการ Block source เรียบร้อย,18/4/2023 15:27
854,461,ดำเนินการ Block source เรียบร้อย,18/4/2023 15:28
855,460,เนินการ Block source เรียบร้อย,18/4/2023 15:29
856,459,ดำเนินการ Block source เรียบร้อย ,18/4/2023 15:29
857,456,ดำเนินการ Block source เรียบร้อย,18/4/2023 15:30
858,455,ดำเนินการ Block source เรียบร้อย ,18/4/2023 15:30
859,454, ดำเนินการ Block source เรียบร้อย ,18/4/2023 15:31
860,453, ดำเนินการ Block source เรียบร้อย ,18/4/2023 15:31
861,452, ดำเนินการ Block source เรียบร้อย ,18/4/2023 15:32
862,463,ส่งอีเมลแจ้งเตือน User พร้อมให้คำแนะนำแล้วครับ,18/4/2023 15:38
863,465,ให้ Block Source IP,19/4/2023 9:48
864,464,ให้ Block Source IP,19/4/2023 9:48
865,451,ผู้ดูแลระบบได้ทำการแก้ไขปัญหาดังกล่าวแล้วครับ,19/4/2023 14:30
866,458,ประสานแจ้งเจ้าหน้าที่ส่วนงานแล้ว แต่ยังไม่มีการแก้ไข และร่างหนังสือแจ้งส่วนงานแล้วครับ,19/4/2023 15:27
867,466,ให้ Block Source IP,20/4/2023 9:54
868,467,ให้ Block Source IP,20/4/2023 10:08
869,469,ให้ Block Source IP,20/4/2023 10:23
870,468,ให้พี่เจช่วยประสานงานให้ทำการแก้ไขปิด port ที่ไม่ได้ใช้งานภายใน 1 สัปดาห์และหลังจากนั้นตรวจสอบอีกรอบ,20/4/2023 10:24
871,470,อีเมลแจ้ง user และหาวิธีแก้ไขปัญหา,21/4/2023 8:10
872,474,ให้ Block Source IP,21/4/2023 13:37
873,473,ให้ Block Source IP,21/4/2023 13:37
874,472,ให้ Block Source IP,21/4/2023 13:37
875,471,ให้ Block Source IP,21/4/2023 13:37
876,476,ให้ Block Source IP,24/4/2023 12:55
877,475,ให้ Block Source IP,24/4/2023 12:55
878,476,ดำเนินการ Block source เรียบร้อย,24/4/2023 13:02
879,475,ดำเนินการ Block source เรียบร้อย,24/4/2023 13:02
880,474,ดำเนินการ Block source เรียบร้อย,24/4/2023 13:06
881,473,ดำเนินการ Block source เรียบร้อย,24/4/2023 13:06
882,472,ดำเนินการ Block source เรียบร้อย,24/4/2023 13:07
883,471,ดำเนินการ Block source เรียบร้อย,24/4/2023 13:07
884,469,ดำเนินการ Block source เรียบร้อย,24/4/2023 13:08
885,467,ดำเนินการ Block source เรียบร้อย,24/4/2023 13:09
886,466,ดำเนินการ Block source เรียบร้อย,24/4/2023 13:09
887,465,ดำเนินการ Block source เรียบร้อย,24/4/2023 13:10
888,464,ดำเนินการ Block source เรียบร้อย,24/4/2023 13:10
889,479,ให้ Block Source IP,25/4/2023 10:02
890,478,อีเมลแจ้ง user ติดตามการแก้ไขถ้า user ไม่ตอบกลับลองโทรติดต่อดู,25/4/2023 10:03
891,477,ให้ Block Source IP,25/4/2023 10:03
892,480,ให้ Block Source IP,25/4/2023 10:09
893,481,ให้ Block Source IP,25/4/2023 13:02
894,478,ส่งอีเมลแจ้งเตือน User แล้วครับ จะได้มีการติดตาม User ต่อไป,26/4/2023 9:43
895,470,ส่งอีเมลแจ้ง User แล้วครับ,26/4/2023 10:44
896,484,ประสาน user แจ้งเตือนผ่านอีเมลและรอการตอบกลับถ้าไม่มีการตอบกลับให้ทำการโทรติดต่อ,26/4/2023 10:54
897,483,ให้ Block Source IP,26/4/2023 10:54
898,482,แจ้ง scmc ให้ทำการแก้ไขเว็บในส่วนดังกล่าวเป็นที่เรียบร้อยแล้ว,26/4/2023 10:55
899,488,ให้ Block Source IP,27/4/2023 11:54
900,487,ให้ Block Source IP,27/4/2023 11:54
901,486,ให้ Block Source IP,27/4/2023 11:54
902,485,เก็บบันทึกหลักฐานเตรียมร่างหนังสือประสานงานผู้เกี่ยวข้องเพื่อดำเนินการแก้ไข,27/4/2023 11:55
903,485,ทำหนังสือแจ้งเตือนส่วนงานแล้วครับ,27/4/2023 15:25
904,484,ส่งอีเมลแจ้งเตือน User แล้ว และจะได้มีการติดตามต่อไปครับ,27/4/2023 15:38
905,491,ให้ Block Source IP,28/4/2023 11:18
906,490,ให้ Block Source IP,28/4/2023 11:18
907,489,ให้ Block Source IP,28/4/2023 11:18
908,493,ให้ Block Source IP,28/4/2023 13:33
909,491,ดำเนินการ Block source เรียบร้อย,28/4/2023 13:34
910,492,ติดต่อแจ้ง user ผ่านอีเมลประสานงานแก้ไขปัญหาติดตาม ถ้า user ไม่ตอบกลับให้ลองโทรหา,28/4/2023 13:34
911,493,ดำเนินการ Block source เรียบร้อย,28/4/2023 13:35
912,490,ดำเนินการ Block source เรียบร้อย,28/4/2023 13:39
913,489,ดำเนินการ Block source เรียบร้อย,28/4/2023 13:40
914,488,ดำเนินการ Block source เรียบร้อย,28/4/2023 13:41
915,487,ดำเนินการ Block source เรียบร้อย,28/4/2023 13:41
916,486,ดำเนินการ Block source เรียบร้อย,28/4/2023 13:42
917,483,ดำเนินการ Block source เรียบร้อย,28/4/2023 13:42
918,481,ดำเนินการ Block source เรียบร้อย,28/4/2023 13:43
919,480,ดำเนินการ Block source เรียบร้อย,28/4/2023 13:44
920,479,ดำเนินการ Block source เรียบร้อย,28/4/2023 13:45
921,477,ดำเนินการ Block source เรียบร้อย,28/4/2023 13:45
922,468,เบื้องต้นไม่เจอ port ที่เป็นอันตรายเปิดไว้แล้ว,28/4/2023 13:46
923,485,ทางผู้ดูแล website ได้ทำการแก้ไขเรียบร้อย และรอผลการตอบกลับเรื่องรายละเอียดการแก้ไขต่อไป,28/4/2023 13:49
924,495,ให้ Block Source IP,1/5/2023 14:03
925,496,ให้ Block Source IP,1/5/2023 14:46
926,497,ให้ Block Source IP,1/5/2023 15:09
927,492,ส่งอีเมลแจ้ง User แล้ว และจะได้มีการติดตามต่อไปครับ,1/5/2023 15:42
928,494,ทำหนังสือแจ้งส่วนงานแล้วครับ,1/5/2023 15:42
929,500,ให้ Block Source IP,2/5/2023 11:20
930,499,ให้ Block Source IP,2/5/2023 11:20
931,498,ให้ Block Source IP,2/5/2023 11:21
932,501,ให้ Block Source IP,2/5/2023 12:10
933,494,ผู้ดูแลแจ้งข้อมูลมาดังนี้ 1.โดนที่ระบบอัพโหลดข้อมูลเข้าไปยะงเว็บไซต์ โดยได้สิทธิ์ของ www-data ภายใน server ซึ่งมีระบบ authen อยู่ 2.ทาง CSD ได่ส่ง leak information และพบว่า เจอ user ที่ใช้งานอยู่จริงและทำการเปลี่ยน password ของ user นั้น 3.ตรวจพบการฝั่งเพิ่มเติมใน file : .htaccess อยู่ใน path นั้น 4.ทำการลบข้อมูลเว็บพนัน และทำการตรวจสอบจุดอื่นๆ รวมถึงการ review user ทั้งหมดแล้ว,2/5/2023 13:58
934,504,ให้ทำการเก็บหลักฐานเตรียมร่างหนังสือแจ้งเตือนส่วนงาน พร้อมทั้งประสานงานเจ้าหน้าที่ส่วนงานที่เกี่ยวข้องเพื่อหาสาเหตุและแนวทางแก้ไขต่อไป,3/5/2023 8:30
935,504,ให้ Block Source IP ดังกล่าว,3/5/2023 8:31
936,503,ให้ทำการเก็บหลักฐานเตรียมร่างหนังสือแจ้งเตือนส่วนงาน พร้อมทั้งประสานงานเจ้าหน้าที่ส่วนงานที่เกี่ยวข้องเพื่อหาสาเหตุและแนวทางแก้ไขต่อไป,3/5/2023 8:32
937,502,ให้ทำการเก็บหลักฐานเตรียมร่างหนังสือแจ้งเตือนส่วนงาน พร้อมทั้งประสานงานเจ้าหน้าที่ส่วนงานที่เกี่ยวข้องเพื่อหาสาเหตุและแนวทางแก้ไขต่อไป,3/5/2023 8:32
938,502,ทำหนังสือแจ้งเตือนส่วนงานแล้วครับ จะทำการประสานกับเจ้าหน้าที่ส่วนงานเพื่อดำเนินการแก้ไขครับ,3/5/2023 9:43
939,503,ทำหนังสือแจ้งส่วนงานแล้วครับ และจะทำการประสานเจ้าหน้าที่ส่วนงานเพื่อการแก้ไขครับ,3/5/2023 9:46
940,507,ให้ Block Source IP ดังกล่าว,3/5/2023 9:51
941,506,ให้ Block Source IP ดังกล่าว,3/5/2023 9:52
942,505,ให้ Block Source IP ดังกล่าว,3/5/2023 9:52
943,503,ส่วนงานอยู่ในระหว่าง Upgrade เป็น PHP เวอร์ชั่นปัจจุบัน จึงขอให้ดำเนินการปิดระบบไปก่อนจนกว่าจะพร้อมให้บริการ,3/5/2023 15:36
944,502,ประสานกับผู้ดูแลระบบ (คุณเมธี กองแผนงาน) แล้ว เรื่องการยกเลิกการใช้งาน Domain name เนื่องจากไม่มีการใช้งานแล้ว,3/5/2023 15:39
945,508,เมลแจ้งและประสานผู้ใช้งาน หาสาเหตุและแนวทางแก้ไข,8/5/2023 7:29
946,509,ให้ Block Source IP ดังกล่าว,8/5/2023 10:25
947,508,ส่งอีเมลแจ้งเตือน User แล้ว และจะได้มีการติดตามการแก้ไขต่อไปครับ,8/5/2023 10:36
948,510,ให้ Block Source IP,8/5/2023 10:42
949,511,ให้ Block Source IP,8/5/2023 11:03
950,512,ให้ Block Source IP,8/5/2023 11:10
951,514,ให้ Block Source IP,8/5/2023 11:20
952,513,ประสานแจ้งผู้ใช้งาน หาสาเหตุและแนวทางแก้ไขปัญหา,8/5/2023 11:21
953,513,ส่งอีเมลแจ้งเตือน User แล้ว และจะมีการติดตามการแก้ไขต่อไปครับ,8/5/2023 12:16
954,521,ให้ Block Source IP ดังกล่าว,10/5/2023 7:56
955,520,ให้ Block Source IP ดังกล่าว,10/5/2023 7:56
956,519,ให้ Block Source IP ดังกล่าว,10/5/2023 7:56
957,518,ให้ Block Source IP ดังกล่าว,10/5/2023 7:56
958,516,ประสานแจ้งผู้ใช้งาน หาสาเหตุและแนวทางแก้ไขปัญหา,10/5/2023 7:57
959,515,ประสานแจ้งผู้ใช้งาน หาสาเหตุและแนวทางแก้ไขปัญหา,10/5/2023 7:57
960,517,ประสานส่วนงานให้ทำการแก้ไข,10/5/2023 8:27
961,517,ประสานส่วนงาน และดำเนินการแก้ไชแล้วครับ,10/5/2023 8:54
962,521,ดำเนินการ Block source เรียบร้อย,10/5/2023 10:45
963,520,ดำเนินการ Block source เรียบร้อย,10/5/2023 10:45
